Num,ADJUSTED NUMBER,Observer,Date,Cloud,Wind,Time,Species,Lat,Lon,Age,Sex,Bird Height,Foraging Location,Foraging Behavior,Flock?,# individuals,Con/hetero,# species,Which species,Substrate type,Canopy height,Canopy level,PLAYBACK?,Locality,NOTE,,,Distance from Trunk,DBH,(habitat),(tree height),,,
8,174,K,1/19,40,1,1730,PAWA,18.5173644,-68.3753064,U,U,0.3,UL,G,N,-,-,-,-,GC,9,1,N,Reserve to Casitas,,,,,,,,,,
8,174,K,1/19,40,1,1730,PAWA,18.5173644,-68.3753064,U,U,0,G,G,Y,-,H,2,"YRWA(2), PAWA(1)",G,9,1,N,Reserve to Casitas,,,,,,,,,,
8,174,K,1/19,40,1,1730,PAWA,18.5173644,-68.3753064,U,U,0.3,UL,G,N,-,-,-,-,GC,9,1,N,Reserve to Casitas,,,,,,,,,,
1,35,A + M,1/13,10,3,1546,PRAW,18.5139445,-68.373565,Ad,M,8,UF,G,N,,,,,T,14,2,Y,Casitas,,,,,,,,,,
1,35,A + M,1/13,10,3,1546,PRAW,18.5139445,-68.373565,Ad,M,8,UL,G,N,,,,,T,14,2,Y,Casitas,,,,,,,,,,
12,46,A + M,1/13,10,3,1715,PRAW,18.51419,-68.3720136,Ad,M,11,OF,G,N,,,,,T,11,3,N,Casitas,,,,,,,,,,
19,90,MG,1/17,0,2,1703,PRAW,18.5316695,-68.3748015,U,U,0.5,G,G,N,,,,,B,10,1,N,Hacienda,,,,,,,,,,
19,90,MG,1/17,0,2,1703,PRAW,18.5316695,-68.3748015,U,U,0.5,UL,G,N,,,,,B,10,1,N,Hacienda,,,,,,,,,,
19,90,MG,1/17,0,2,1703,PRAW,18.5316695,-68.3748015,U,U,0.5,OF,G,N,,,,,B,10,1,N,Hacienda,,,,,,,,,,
19,90,AE,1/17,0,2,1703,PRAW,18.5316695,-68.3748015,U,U,0.5,UL,G,N,,,,,B,10,1,N,Hacienda,,,,,,,,,,
21,92,MG,1/17,0,2,1715,PRAW,18.5371238,-68.3748266,U,M,6,OL,H,N,,,,,T,11,2,N,Hacienda,,,,,,,,,,
21,92,MG,1/17,0,2,1715,PRAW,18.5371238,-68.3748266,U,M,6,F,F,N,,,,,T,11,2,N,Hacienda,,,,,,,,,,
21,92,AE,1/17,0,2,1715,PRAW,18.5371238,-68.3748266,U,M,6,OL,H,N,,,,,T,11,2,N,Hacienda,,,,,,,,,,
21,92,AE,1/17,0,2,1715,PRAW,18.5371238,-68.3748266,U,M,6,OL,H,N,,,,,T,11,2,N,Hacienda,,,,,,,,,,
21,92,AE,1/17,0,2,1715,PRAW,18.5371238,-68.3748266,U,M,6,OF,G,N,,,,,T,11,2,N,Hacienda,,,,,,,,,,
21,92,AE,1/17,0,2,1715,PRAW,18.5371238,-68.3748266,U,M,5,OL,H,N,,,,,T,11,2,N,Hacienda,,,,,,,,,,
21,92,AE,1/17,0,2,1715,PRAW,18.5371238,-68.3748266,U,M,5,F,F,N,,,,,T,11,2,N,Hacienda,,,,,,,,,,
22,93,AE,1/17,0,2,1730,PRAW,18.5395695,-68.373633,Ad,M,0.3,UL,G,N,,,,,B,10,1,N,Hacienda,,,,,,,,,,
22,93,AE,1/17,0,2,1730,PRAW,18.5395695,-68.373633,Ad,M,0.3,F,F,N,,,,,B,10,1,N,Hacienda,,,,,,,,,,
22,93,AE,1/17,0,2,1730,PRAW,18.5395695,-68.373633,Ad,M,0.3,F,F,N,,,,,B,10,1,N,Hacienda,,,,,,,,,,
22,93,AE,1/17,0,2,1730,PRAW,18.5395695,-68.373633,Ad,M,0.1,F,F,N,,,,,B,10,1,N,Hacienda,,,,,,,,,,
22,93,MG,1/17,0,2,1730,PRAW,18.5395695,-68.373633,Ad,M,0.1,F,S,N,,,,,B,10,1,N,Hacienda,,,,,,,,,,
4,108,AE,1/18,60,3,1723,PRAW,18.5174226,-68.3752018,U,U,5,OF,G,Y,3,H,3,"PRAW, PAWA, YRWA",T,11,2,N,Casitas - Polo,,,,,,,,,,
4,108,AE,1/18,60,3,1723,PRAW,18.5174226,-68.3752018,U,U,5,OL,G,Y,3,H,3,"PRAW, PAWA, YRWA",T,11,2,N,Casitas - Polo,,,,,,,,,,
4,108,AE,1/18,60,3,1723,PRAW,18.5174226,-68.3752018,U,U,5,OF,G,Y,3,H,3,"PRAW, PAWA, YRWA",T,11,2,N,Casitas - Polo,,,,,,,,,,
4,108,AE,1/18,60,3,1723,PRAW,18.5174226,-68.3752018,U,U,5,OF,H,Y,3,H,3,"PRAW, PAWA, YRWA",T,11,2,N,Casitas - Polo,,,,,,,,,,
10,137,AE,1/19,0,0,835,PRAW,18.5223175,-68.3794886,AD,M,4,OL,G,N,,,,,B,8,1,N,Hacienda,,,,,,,,,,
10,137,AE,1/19,0,0,835,PRAW,18.5223175,-68.3794886,AD,M,3,OL,G,N,,,,,B,8,1,N,Hacienda,,,,,,,,,,
16,143,AE,1/19,0,0,915,PRAW,18.5281014,-68.3797169,U,U,2,OL,G,N,,,,,T,10,1,N,Hacienda,,,,,,,,,,
16,143,AE,1/19,0,0,915,PRAW,18.5281014,-68.3797169,U,U,3,OF,F,N,,,,,T,10,1,N,Hacienda,,,,,,,,,,
16,143,AE,1/19,0,0,915,PRAW,18.5281014,-68.3797169,U,U,3,OL,S,N,,,,,T,10,1,N,Hacienda,,,,,,,,,,
26,153,AE,1/19,0,0,1033,PRAW,18.5234476,-68.379446,AD,M,6,OL,G,N,,,,,T,11,2,N,Hacienda,,,,,,,,,,
4,157,EH,1/19,0,0,828,PRAW,18.5069446,-68.3817812,F/J,U,4,OL,G,N,,,,,T,8,2,PISHING,Marina ,,,,,,,,,,
4,157,EH,1/19,0,0,828,PRAW,18.5069446,-68.3817812,F/J,U,4,F,G,N,,,,,T,8,2,PISHING,Marina ,,,,,,,,,,
4,157,EH,1/19,0,0,828,PRAW,18.5069446,-68.3817812,F/J,U,4,OL,G,N,,,,,T,8,2,PISHING,Marina ,,,,,,,,,,
6,166,AE,1/19,30,1,1802,PRAW,18.5049974,-68.3762747,U,U,5,OL,G,,,,,,T,12,2,N,Marina ,,,,,,,,,,
12,178,E,1/19,40,1,1600,PRAW,18.517695,-68.3755179,F/J,U,9,L,H,Y,-,H,3,"YRWA(3), NOPA (1), PRAW(1)",T,16,2,N,Reserve to Casitas,,,,,,,,,,
12,178,E,1/19,40,1,1600,PRAW,18.517695,-68.3755179,F/J,U,9,L,H,Y,-,H,3,"YRWA(3), NOPA (1), PRAW(1)",T,16,2,N,Reserve to Casitas,,,,,,,,,,
12,178,E,1/19,40,1,1600,PRAW,18.517695,-68.3755179,F/J,U,9,L,H,Y,-,H,3,"YRWA(3), NOPA (1), PRAW(1)",T,16,2,N,Reserve to Casitas,,,,,,,,,,
4,192,MG,1/20,20,1,810,PRAW,18.5293161,-68.37581,Ad,M,2,OL,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",B,6,2,N,Hacienda,,,,,,,,,,
4,192,MG,1/20,20,1,810,PRAW,18.5293161,-68.37581,Ad,M,2,OL,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",B,6,2,N,Hacienda,,,,,,,,,,
4,192,MG,1/20,20,1,810,PRAW,18.5293161,-68.37581,Ad,M,2,UL,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",B,6,2,N,Hacienda,,,,,,,,,,
4,192,MG,1/20,20,1,810,PRAW,18.5293161,-68.37581,Ad,M,2,UF,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",B,6,2,N,Hacienda,,,,,,,,,,
4,192,MG,1/20,20,1,810,PRAW,18.5293161,-68.37581,Ad,M,2,OL,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",B,6,2,N,Hacienda,,,,,,,,,,
7,195,MG,1/20,20,1,810,PRAW,18.5293161,-68.37581,U,U,4,UL,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",T,5,3,N,Hacienda,,,,,,,,,,
7,195,MG,1/20,20,1,810,PRAW,18.5293161,-68.37581,U,U,4,OF,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",T,5,3,N,Hacienda,,,,,,,,,,
7,195,MG,1/20,20,1,810,PRAW,18.5293161,-68.37581,U,U,4,OL,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",T,5,3,N,Hacienda,,,,,,,,,,
7,195,MG,1/20,20,1,810,PRAW,18.5293161,-68.37581,U,U,4,OF,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",T,5,3,N,Hacienda,,,,,,,,,,
8,196,MG,1/20,20,1,810,PRAW,18.5293161,-68.37581,U,U,4,F,F,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",T,5,3,N,Hacienda,,,,,,,,,,
7,195,MG,1/20,20,1,815,PRAW,18.5293161,-68.37581,U,U,3,OL,P,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",B,5,2,N,Hacienda,,,,,,,,,,
7,195,MG,1/20,20,1,815,PRAW,18.5293161,-68.37581,U,U,3,OL,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",B,5,2,N,Hacienda,,,,,,,,,,
7,195,MG,1/20,20,1,815,PRAW,18.5293161,-68.37581,U,U,3,UL,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",B,5,2,N,Hacienda,,,,,,,,,,
10,198,MG,1/20,20,1,815,PRAW,18.5293161,-68.37581,U,U,3,UL,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",B,5,2,N,Hacienda,,,,,,,,,,
11,199,MG,1/20,20,1,820,PRAW,18.5293161,-68.37581,U,U,4,OF,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",S,5,3,N,Hacienda,,,,,,,,,,
11,199,MG,1/20,20,1,820,PRAW,18.5293161,-68.37581,U,U,4,F,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",S,5,3,N,Hacienda,,,,,,,,,,
11,199,MG,1/20,20,1,820,PRAW,18.5293161,-68.37581,U,U,4,F,H,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",S,5,3,N,Hacienda,,,,,,,,,,
11,199,MG,1/20,20,1,820,PRAW,18.5293161,-68.37581,U,U,4,OF,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",S,5,3,N,Hacienda,,,,,,,,,,
11,199,MG,1/20,20,1,820,PRAW,18.5293161,-68.37581,U,U,4,F,F,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",S,5,3,N,Hacienda,,,,,,,,,,
12,200,MG,1/20,20,1,825,PRAW,18.5293161,-68.37581,U,U,4,OL,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",T,6,2,N,Hacienda,,,,,,,,,,
12,200,MG,1/20,20,1,825,PRAW,18.5293161,-68.37581,U,U,1,F,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",B,6,2,N,Hacienda,,,,,,,,,,
13,201,MG,1/20,20,1,830,PRAW,18.5288936,-68.3759089,AD,M,2,OL,H,Y,3,H,3,"AMRE, BCPT, PRAW",B,2,3,N,Hacienda,,,,,,,,,,
15,203,MG,1/20,20,1,833,PRAW,18.5288936,-68.3759089,AD,M,3,UF,G,Y,3,H,3,"AMRE, BCPT, PRAW",D,3,3,N,Hacienda,,,,,,,,,,
15,203,MG,1/20,20,1,833,PRAW,18.5288936,-68.3759089,AD,M,3,UF,G,Y,3,H,3,"AMRE, BCPT, PRAW",D,3,3,N,Hacienda,,,,,,,,,,
15,203,MG,1/20,20,1,833,PRAW,18.5288936,-68.3759089,AD,M,3,OF,G,Y,3,H,3,"AMRE, BCPT, PRAW",D,3,3,N,Hacienda,,,,,,,,,,
15,203,MG,1/20,20,1,833,PRAW,18.5288936,-68.3759089,AD,M,3,OF,G,Y,3,H,3,"AMRE, BCPT, PRAW",D,3,3,N,Hacienda,,,,,,,,,,
18,247,K,1/20,40,1,916,PRAW,"18º31`11""N","68º22`27""W",U,U,0,G,K,N,-,-,-,-,G,15,1,N,Tortuga Bay - Main Road,,,,,,,,,,
5,252,K,1/20,10,1,1705,PRAW,"18º30`58""N","68º22`46""W",U,U,6,OL,G,N,2,C,1,-,T,13,2,N,Gavilan,,,,,,,,,,
5,252,K,1/20,10,1,1705,PRAW,"18º30`58""N","68º22`46""W",U,U,6,OL,G,N,2,C,1,-,T,13,2,N,Gavilan,,,,,,,,,,
15,267,MG,1/21,10,1,901,PRAW,18.5260065,-68.3784315,U,U,1.5,F,G,N,,,,,D,12,1,N,Man-made Lagoons,,,,,,,,,,
15,267,MG,1/21,10,1,901,PRAW,18.5260065,-68.3784315,U,U,1.5,F,G,N,,,,,D,12,1,N,Man-made Lagoons,,,,,,,,,,
15,267,MG,1/21,10,1,901,PRAW,18.5260065,-68.3784315,U,U,1.5,F,G,N,,,,,D,12,1,N,Man-made Lagoons,,,,,,,,,,
15,267,MG,1/21,10,1,901,PRAW,18.5260065,-68.3784315,U,U,1.5,F,G,N,,,,,D,12,1,N,Man-made Lagoons,,,,,,,,,,
15,267,MG,1/21,10,1,901,PRAW,18.5260065,-68.3784315,U,U,1.5,F,G,N,,,,,D,12,1,N,Man-made Lagoons,,,,,,,,,,
1,268,AE,1/21,10,1,740,PRAW,18.5157182,-68.3803208,U,M,5,OL,G,Y,,H,4,"PRAW, YRWA, CMWA, BAWW",T,9,2,N,Behind Sewage Ponds,,,,,,,,,,
1,268,AE,1/21,10,1,740,PRAW,18.5157182,-68.3803208,U,M,5,OL,G,Y,,H,4,"PRAW, YRWA, CMWA, BAWW",T,9,2,N,Behind Sewage Ponds,,,,,,,,,,
1,268,AE,1/21,10,1,740,PRAW,18.5157182,-68.3803208,U,M,5,UL,G,Y,,H,4,"PRAW, YRWA, CMWA, BAWW",T,9,2,N,Behind Sewage Ponds,,,,,,,,,,
1,268,AE,1/21,10,1,740,PRAW,18.5157182,-68.3803208,U,M,6,OF,G,Y,,H,4,"PRAW, YRWA, CMWA, BAWW",T,9,2,N,Behind Sewage Ponds,,,,,,,,,,
1,1,E + M,1/11,30,2,1530,YRWA,18.5157239,-68.38288,U,U,1,UB,P,Y,10,C,1,,,,,N,Behind Sewage Ponds,,,,,,Shrub edge,2.5,,,
2,2,E + M,1/11,30,2,1533,YRWA,18.5157239,-68.38288,U,U,1.5,L,P,Y,10,C,1,,,,,N,Behind Sewage Ponds,,,,,,Shrub edge,3,,SPECIES,FEEDING OBSERVATIONS
3,3,E + M,1/11,30,2,1537,YRWA,18.5157239,-68.38288,U,U,1.5,U ,G,Y,10,C,1,,,,,N,Behind Sewage Ponds,,,,,,Shrub edge,2.5,,YRWA,157
4,4,E + M,1/11,30,2,1541,YRWA,18.5157239,-68.38288,U,U,1.5,U,G,Y,10,C,1,,,,,N,Behind Sewage Ponds,,,,,,Shrub edge,3,,PRAW,74
5,5,E + M,1/11,30,2,1545,YRWA,18.5157239,-68.38288,U,U,0.5,U,F,Y,10,C,1,,,,,N,Behind Sewage Ponds,,,,,,Shrub edge,3,,NOPA,96
6,6,E + M,1/11,30,2,1547,YRWA,18.5157239,-68.38288,U,U,0.1,UB,G,Y,10,C,1,,,,,N,Behind Sewage Ponds,,,,,,Shrub edge,,,AMRE,42
7,7,E + M,1/11,30,2,1548,YRWA,18.5157239,-68.38288,U,U,0.2,OB,F,Y,10,C,1,,,,,N,Behind Sewage Ponds,,,,,,Shrub edge,3,,HOWA,17
8,8,E + M,1/11,30,2,1555,YRWA,18.5157239,-68.38288,U,U,0.2,F ,G,Y,10,C,1,,,,,N,Behind Sewage Ponds,,,,,,Shrub edge,,,BAWW,24
9,9,E + M,1/11,30,2,1558,YRWA,18.5157239,-68.38288,U,U,2,OL,G,Y,10,C,1,,,,,N,Behind Sewage Ponds,,,,,,Shrub edge,5,,CMWA,125
10,10,E + M,1/11,30,2,1601,YRWA,18.5157239,-68.38288,Ad,M,0.2,OF,G,Y,10,C,1,,,,,N,Behind Sewage Ponds,,,,,,Shrub edge,,,BBTO,36
18,18,E + M,1/11,30,2,1714,YRWA,18.5266928,-68.3811945,U,U,3,OF,G,N,,,,,,,,N,Behind Sewage Ponds,,,,0.5,2.5,Mature edge,6,,,
18,18,E + M,1/11,30,2,1715,YRWA,18.5266928,-68.3811945,U,U,1.5,D,G,N,,,,,,,,N,Behind Sewage Ponds,,,,,,Mature edge,,,,
1,22,E + M + A + K,1/12,30,1,1550,YRWA,18.5192315,-68.3837728,U,U,3,OL,G,Y,4,C,1,,T,,,N,Behind Sewage Ponds,,,,0.3,3,,9.5,,,
1,22,E + M + A + K,1/12,30,1,1550,YRWA,18.5192315,-68.3837728,U,U,0,G,H,Y,4,C,1,,G,,,N,Behind Sewage Ponds,,,,,,,,,,
8,42,A + M,1/13,10,3,1710,YRWA,18.51419,-68.3720136,U,U,8,F,F,Y,,H,2,"CMWA, YRWA",T,12,2,N,Casitas,,,,,,,,,,
9,43,A + M,1/13,10,3,1710,YRWA,18.51419,-68.3720136,U,U,10,F,S,Y,,H,2,"CMWA, YRWA",T,13,3,N,Casitas,,,,,,,,,,
13,47,A + M,1/13,10,3,1717,YRWA,18.51419,-68.3720136,U,U,3,OL,G,Y,,C,1,,T,12,2,N,Casitas,,,,,,,,,,
15,49,A + M,1/13,10,3,1720,YRWA,18.51419,-68.3720136,U,U,5,F,F,Y,,C,1,4 YRWA,T,11,2,N,Casitas,,,,,,,,,,
16,50,A + M,1/13,10,3,1720,YRWA,18.51419,-68.3720136,U,U,4,OL,H,Y,,C,1,,T,11,2,N,Casitas,,,,,,,,,,
16,50,A + M,1/13,10,3,1720,YRWA,18.51419,-68.3720136,U,U,4,OB,G,Y,,C,1,,T,11,2,N,Casitas,,,,,,,,,,
1,290,KNV,1/15,0,0,859,YRWA,18.539662,-68.373463,F/J,U,6,OL,G,N,1,,,,T,12,2,N,,,,,-,-,,8,,,
1,290,KNV,1/16,10,0,900,YRWA,18.514368,-68.374507,F/J,U,0,G,S,Y,5,C,1,,G,,,N,,,,,-,-,-,-,,,
1,291,KNV+MTR,1/17,20,2,1100,YRWA,18.515424,-68.378338,F/J,U,0,G,K,Y,3,C,1,,G,,,N,,,,,-,-,-,-,,,
2,73,MG,1/17,0,2,1545,YRWA,18.5158308,-68.379616,U,U,0,G,G,Y,,C,1,YRWA,G,,,N,Hacienda,,,,,,,,,,
3,74,MG,1/17,0,2,1545,YRWA,18.5158308,-68.379616,U,U,0,G,G,Y,,C,1,YRWA,G,,,N,Hacienda,,,,,,,,,,
7,78,MG,1/17,0,2,1547,YRWA,18.5158308,-68.379616,U,U,3,OL,H,Y,,H,4,"YRWA, CMWA, AMRE, BBTO",T,9,1,N,Hacienda,,,,,,,,,,
8,79,MG,1/17,0,2,1630,YRWA,18.5299045,-68.3744317,U,U,0.5,OL,H,Y,,C,1,3 YRWA,B,3,1,N,Hacienda,,,,,,,,,,
8,79,MG,1/17,0,2,1630,YRWA,18.5299045,-68.3744317,U,U,0.5,OL,H,Y,,C,1,3 YRWA,B,3,1,N,Hacienda,,,,,,,,,,
9,80,MG,1/17,0,2,1630,YRWA,18.5299045,-68.3744317,U,U,0,G,G,Y,,C,1,3 YRWA,G,3,1,N,Hacienda,,,,,,,,,,
10,81,AE,1/17,0,2,1630,YRWA,18.5299045,-68.3744317,U,U,1,UL,G,Y,,C,1,3 YRWA,B,3,1,N,Hacienda,,,,,,,,,,
11,82,MG,1/17,0,2,1630,YRWA,18.5299045,-68.3744317,U,U,1,OL,P,Y,,C,1,15 YRWA,B,3,1,N,Hacienda,,,,,,,,,,
12,83,MG,1/17,0,2,1630,YRWA,18.5299045,-68.3744317,U,U,0.5,OL,H,Y,,C,1,15 YRWA,B,3,1,N,Hacienda,,,,,,,,,,
13,84,AE,1/17,0,2,1630,YRWA,18.5299045,-68.3744317,U,U,1,F,S,Y,,C,1,15 YRWA,B,3,1,N,Hacienda,,,,,,,,,,
13,84,AE,1/17,0,2,1630,YRWA,18.5299045,-68.3744317,U,U,0.5,OL,G,Y,,C,1,15 YRWA,B,3,1,N,Hacienda,,,,,,,,,,
14,85,MG,1/17,0,2,1630,YRWA,18.5299045,-68.3744317,U,U,2,F,F,Y,,C,1,15 YRWA,B,3,2,N,Hacienda,,,,,,,,,,
14,85,MG,1/17,0,2,1630,YRWA,18.5299045,-68.3744317,U,U,1.5,T,S,Y,,C,1,15 YRWA,B,3,2,N,Hacienda,,,,,,,,,,
15,86,AE,1/17,0,2,1630,YRWA,18.5299045,-68.3744317,U,U,1,W,C,Y,,C,1,15 YRWA,B,3,2,N,Hacienda,,,,,,,,,,
17,88,MG,1/17,0,2,1630,YRWA,18.5299045,-68.3744317,U,U,1,UF,G,Y,,H,2,"15 YRWA, NOPA",B,3,1,N,Hacienda,,,,,,,,,,
18,89,MG,1/17,0,2,1630,YRWA,18.5316695,-68.3748015,U,U,0,G,,N,,,,,G,,,N,Hacienda,,,,,,,,,,
18,89,MG,1/17,0,2,1630,YRWA,18.5316695,-68.3748015,U,U,0.5,OF,G,N,,,,,,,,N,Hacienda,,,,,,,,,,
20,91,MG,1/17,0,2,1710,YRWA,18.5316695,-68.3748015,U,U,0.5,UL,H,N,,,,,GC,11,1,N,Hacienda,,,,,,,,,,
20,91,MG,1/17,0,2,1710,YRWA,18.5316695,-68.3748015,U,U,0,OF,G,N,,,,,GC,11,1,N,Hacienda,,,,,,,,,,
20,91,MG,1/17,0,2,1710,YRWA,18.5316695,-68.3748015,U,U,0.5,OL,G,N,,,,,GC,11,1,N,Hacienda,,,,,,,,,,
3,99,EH,1/18,60,2,1655,YRWA,18.5060388,-68.376335,,,0.1,OL,G,Y,,C,1,,T,,,N,FUNDACION,,,,,,,,,,
3,99,MG,1/18,60,2,1655,YRWA,18.5060388,-68.376335,,,0,G,G,Y,,C,1,,T,,,N,FUNDACION,,,,,,,,,,
4,100,MG,1/18,60,2,1659,YRWA,18.5060388,-68.376335,,,0,G,G,Y,,C,1,,L,,,N,FUNDACION,,,,,,,,,,
4,100,MG,1/18,60,2,1659,YRWA,18.5060388,-68.376335,,,0,G,G,Y,,C,1,,L,,,N,FUNDACION,,,,,,,,,,
4,100,MG,1/18,60,2,1659,YRWA,18.5060388,-68.376335,,,0,G,G,Y,,C,1,,L,,,N,FUNDACION,,,,,,,,,,
4,100,MG,1/18,60,2,1659,YRWA,18.5060388,-68.376335,,,0,G,G,Y,,C,1,,L,,,N,FUNDACION,,,,,,,,,,
4,100,MG,1/18,60,2,1659,YRWA,18.5060388,-68.376335,,,0,,F,Y,,C,1,,L,,,N,FUNDACION,,,,,,,,,,
4,100,MG,1/18,60,2,1659,YRWA,18.5060388,-68.376335,,,0.2,L,H,Y,,C,1,,L,,,N,FUNDACION,,,,,,,,,,
5,101,MG,1/18,60,2,1700,YRWA,18.5060388,-68.376335,,,0,G,G,N,,,,,L,,,N,FUNDACION,,,,,,,,,,
5,101,MG,1/18,60,2,1700,YRWA,18.5060388,-68.376335,,,0.2,,F,N,,,,,L,,,N,FUNDACION,,,,,,,,,,
6,102,MG,1/18,60,2,1731,YRWA,18.5076485,-68.3794745,,,7,OF,G,N,,,,,T,12,2,N,FUNDACION,,,,,,,,,,
6,102,MG,1/18,60,2,1733,YRWA,18.5076485,-68.3794745,U,U,6,UF,G,N,,,,,T,12,2,N,FUNDACION,,,,,,,,,,
3,107,KNV,1/18,60,3,1723,YRWA,18.5174226,-68.3752018,U,U,5,OF,G,Y,3,H,3,"PRAW, PAWA, YRWA",T,11,2,N,Casitas - Polo,,,,,,,,,,
5,109,KNV,1/18,60,3,1723,YRWA,18.5174226,-68.3752018,U,U,6,UL,H,Y,3,H,3,"PRAW, PAWA, YRWA",T,11,2,N,Casitas - Polo,,,,,,,,,,
6,110,KNV,1/18,60,3,1723,YRWA,18.5174226,-68.3752018,U,U,0,G,S,Y,3,H,3,"PRAW, PAWA, YRWA",T,11,1,N,Casitas - Polo,,,,,,,,,,
1,113,KNV,1/19,0,0,745,YRWA,18.5188361,-68.3826788,U,U,7,OL,H,Y,5,C,1,,T,12,2,N,Gavilan,,,,,,,,,,
1,113,KNV,1/19,0,0,745,YRWA,18.5188361,-68.3826788,U,U,7,OL,H,Y,5,C,1,,T,12,2,N,Gavilan,,,,,,,,,,
6,118,MG,1/19,0,0,1014,YRWA,18.5161134,-68.3798159,U,U,0.8,SW,H,Y,8,C,1,,T,14,1,N,Gavilan,,,,,,,,,,
6,118,MG,1/19,0,0,1014,YRWA,18.5161134,-68.3798159,U,U,1.5,F,F,Y,8,C,1,,T,14,1,N,Gavilan,,,,,,,,,,
7,119,MG,1/19,0,0,1014,YRWA,18.5161134,-68.3798159,U,U,0,G,G,Y,8,C,1,,G,14,1,N,Gavilan,,,,,,,,,,
8,120,KNV,1/19,0,0,1014,YRWA,18.5161134,-68.3798159,U,U,2.3,SW,S,Y,8,C,1,,S,14,1,N,Gavilan,,,,,,,,,,
9,121,KNV,1/19,0,0,1014,YRWA,18.5161134,-68.3798159,U,U,2,UL,G,Y,8,C,1,,T,14,1,N,Gavilan,,,,,,,,,,
10,122,KNV,1/19,0,0,1014,YRWA,18.5161134,-68.3798159,U,U,2,OL,G,Y,8,C,1,,T,14,1,N,Gavilan,,,,,,,,,,
11,123,KNV,1/19,0,0,1014,YRWA,18.5161134,-68.3798159,U,U,0,G,G,Y,8,C,1,,G,14,1,N,Gavilan,,,,,,,,,,
11,123,KNV,1/19,0,0,1014,YRWA,18.5161134,-68.3798159,U,U,0,G,G,Y,8,C,1,,G,14,1,N,Gavilan,,,,,,,,,,
12,124,KNV,1/19,0,0,1014,YRWA,18.5161134,-68.3798159,U,U,0,G,G,Y,8,C,1,,G,14,1,N,Gavilan,,,,,,,,,,
12,124,KNV,1/19,0,0,1014,YRWA,18.5161134,-68.3798159,U,U,0,G,G,Y,8,C,1,,G,14,1,N,Gavilan,,,,,,,,,,
13,125,KNV,1/19,0,0,1014,YRWA,18.5161134,-68.3798159,U,U,0.3,OL,H,Y,8,C,1,,,14,1,N,Gavilan,,,,,,,,,,
1,128,AE,1/19,0,0,803,YRWA,18.5164466,-68.3797525,U,U,0,G,S,Y,,C,,,G,10,1,N,Hacienda,,,,,,,,,,
1,128,AE,1/19,0,0,803,YRWA,18.5164466,-68.3797525,U,U,4,OL,H,Y,,C,,,,10,2,N,Hacienda,,,,,,,,,,
